"","X1","X2","X3","X4","X5"
"https://memory.loc.gov/cgi-bin/query/D?consrvbib:209:./temp/~ammem_I8sX::","U.S. Statutes at Large, Vol. 34, Part 1, Chap. 3442, pp. 313-14.  ""An Act To regulate the landing, delivery, cure, and sale of sponges."" S. 4806; Public Act No. 250","
CREATED/PUBLISHED United States : District of Columbia : Washington Government Printing Office 1906 06 20","
SUMMARY Regulates the harvesting and sale of Gulf of Mexico sponges.","
NOTESManagement of an economically valuable marine resource. ","https://memory.loc.gov/cgi-bin/query/D?consrvbib:209:./temp/~ammem_I8sX::"
"https://memory.loc.gov/cgi-bin/query/D?consrvbib:210:./temp/~ammem_I8sX::","U.S. Statutes at Large, Vol. 34, Part 1, Chap. 3547, pp. 478-81.  ""An Act For the protection and regulation of the fisheries of Alaska."" H.R. 13543; Public Act No. 298","
CREATED/PUBLISHED United States : District of Columbia : Washington Government Printing Office 1906 06 26","
SUMMARY Establishes detailed regulations to govern the fishing industry in Alaska, with particular attention to salmon fishing.","
NOTESMarine and riverine conservation regulations to ensure the continued viability of economically valuable resources. ","https://memory.loc.gov/cgi-bin/query/D?consrvbib:210:./temp/~ammem_I8sX::"
"https://memory.loc.gov/cgi-bin/query/D?consrvbib:211:./temp/~ammem_I8sX::","U.S. Statutes at Large, Vol. 34, Part 1, Chap. 3555, pp. 517-18.  ""An Act Granting lands to the State of Wisconsin for forestry purposes."" S. 6462; Public Act No. 304","
CREATED/PUBLISHED United States : District of Columbia : Washington Government Printing Office 1906 06 27","
SUMMARY Grants up to 20,000 acres of public land to the State of Wisconsin for use as a forest reserve.","
NOTESAn indication of the development of of scientific forestry as a significant aspect of public policy at the state as well as at the Federal level. ","https://memory.loc.gov/cgi-bin/query/D?consrvbib:211:./temp/~ammem_I8sX::"
"https://memory.loc.gov/cgi-bin/query/D?consrvbib:212:./temp/~ammem_I8sX::","U.S. Statutes at Large, Vol. 34, Part 1, Chap. 3565, pp. 536-37.  ""An Act To protect birds and their eggs in game and bird preserves."" H.R. 13190; Public Act No. 314","
CREATED/PUBLISHED United States : District of Columbia : Washington Government Printing Office 1906 06 28","
SUMMARY Outlaws the hunting, trapping, capture, willful disturbance, or killing of any bird or egg on any land legally set aside as a bird breeding ground.","
NOTESAn important step in wildlife protection at the national level. ","https://memory.loc.gov/cgi-bin/query/D?consrvbib:212:./temp/~ammem_I8sX::"
"https://memory.loc.gov/cgi-bin/query/D?consrvbib:213:./temp/~ammem_I8sX::","U.S. Statutes at Large, Vol. 34, Part 1, Chap. 3593, p. 607.  ""An Act For the protection of wild animals in the Grand Canyon Forest Reserve."" S. 2732, Public Act No. 339","
CREATED/PUBLISHED United States : District of Columbia : Washington Government Printing Office 1906 06 29","
SUMMARY Authorizes the President to designate areas in the Grand Canyon Forest Reserve as a protected breeding-ground for game animals, within which ""hunting, trapping, killing, or capturing of game animals"" would be forbidden.","
NOTESRoosevelt acted on this authorization in his Proclamations of November 28, 1906 (34 Stat. 3263), and June 23, 1908 (35 Stat. 2192). ","https://memory.loc.gov/cgi-bin/query/D?consrvbib:213:./temp/~ammem_I8sX::"
"https://memory.loc.gov/cgi-bin/query/D?consrvbib:214:./temp/~ammem_I8sX::","U.S. Statutes at Large, Vol. 34, Part 1, Chap. 3607, pp. 616-17.  ""An Act Creating the Mesa Verde National Park."" H.R. 5998, Public Act No. 353","
CREATED/PUBLISHED United States : District of Columbia : Washington Government Printing Office 1906 06 29","
SUMMARY Establishes Mesa Verde National Park, instructing the Secretary of the Interior to prescribe regulations ""specifically for the preservation from injury or spoliation of the ruins and other works and relics of prehistoric or primitive man within said park,"" and authorizing the Secretary to permit legitimate archeological investigations of the ruins by properly qualified and institutionally affiliated persons.","
NOTESLike the American Antiquities Act, this Act demonstrates the fundamental connection between cultural conservation and the conservation of natural resources.  The decision to protect some of the works of the nation's ""primitive"" inhabitants through the creation of a national park reflects the degree to which Native peoples were repeatedly associated with the American land and wilderness in the conservation-related literature of white Americans in this era. ","https://memory.loc.gov/cgi-bin/query/D?consrvbib:214:./temp/~ammem_I8sX::"
"https://memory.loc.gov/cgi-bin/query/D?consrvbib:215:./temp/~ammem_I8sX::","U.S. Statutes at Large, Vol. 34, Part 1, Chap. 3621, pp. 626-28.  ""An Act For the control and regulation of the waters of Niagara River, for the preservation of Niagara Falls, and for other purposes."" H.R. 18024; Public Act No. 367","
CREATED/PUBLISHED United States : District of Columbia : Washington Government Printing Office 1906 06 29","
SUMMARY Prohibits the diversion of water from Niagara River or its tributaries in the State of New York, except as explicitly authorized by the Secretary of War under specified terms and conditions for up to three years from the date of this Act, and requests the President to open treaty negotiations with Great Britain (acting for Canada) ""for such regulation and control of the waters of Niagara River and its tributaries as will preserve the scenic grandeur of Niagara Falls and of the rapids in said river.""","
NOTESKnown as the Burton Act.  An important act of landscape preservation: it makes diversion of water for power supplies subordinate to preservation of one of the nation's scenic marvels. ","https://memory.loc.gov/cgi-bin/query/D?consrvbib:215:./temp/~ammem_I8sX::"
"https://memory.loc.gov/cgi-bin/query/D?consrvbib:216:./temp/~ammem_I8sX::","U.S. Statutes at Large, Vol. 34, Part 1, Chap. 3932, pp. 808-09.  ""An Act To prohibit the killing of wild birds and animals in the District of Columbia."" H.R. 13193; Public Act No. 401","
CREATED/PUBLISHED United States : District of Columbia : Washington Government Printing Office 1906 06 30","
SUMMARY Outlaws the killing of all wild birds except for English sparrows, or when killing is for the prevention of crop or poultry destruction, or for hunting along rivers; limits the hunting of wild animals to circumstances of written permission from District authorities; and outlaws the disturbing of waterfowl by boats other than rowboats, in the District of Columbia.","
NOTESAnother example of an essentially local law which reflects increasing public concern for wildlife conservation. ","https://memory.loc.gov/cgi-bin/query/D?consrvbib:216:./temp/~ammem_I8sX::"
"https://memory.loc.gov/cgi-bin/query/D?consrvbib:217:./temp/~ammem_I8sX::","U.S. Statutes at Large, Vol. 34, Part 1, Chap. 950, pp. 62-63.  ""An Act To extend the provisions of the homestead laws to certain lands in the Yellowstone Forest Reserve."" H.R. 13673; Public Act No. 46","
CREATED/PUBLISHED United States : District of Columbia : Washington Government Printing Office 1906 03 15","
SUMMARY Permits homesteading on a portion of the Yellowstone Forest Reserve, Wyoming and Montana.","
NOTESAn example of the mixed-use and utilitarian conception of forest reserves in this era. ","https://memory.loc.gov/cgi-bin/query/D?consrvbib:217:./temp/~ammem_I8sX::"
"https://memory.loc.gov/cgi-bin/query/D?consrvbib:218:./temp/~ammem_I8sX::","U.S. Statutes at Large, Vol. 34, Part 1, Resolution No. 27, pp. 831-32.  ""Joint Resolution Accepting the recession by the State of California of the Yosemite Valley Grant and the Mariposa Big Tree Grove, and including the same, together with fractional sections five and six, township five south, range twenty-two east, Mount Diablo meridian, California, within the metes and bounds of the Yosemite National Park, and changing the boundaries thereof."" H.J.R. 118; Public Resolution No. 27","
CREATED/PUBLISHED United States : District of Columbia : Washington Government Printing Office 1906 06 11","
SUMMARY Ratifies the recession of the Yosemite Valley Grant and the Mariposa Big Tree Grove from the State of California to the Federal government as part of Yosemite National Park, and reconfigures the boundaries of the Park and of the adjacent Sierra Forest Reserve accordingly.","
NOTESIn 1864, these lands had been granted from the Federal government to the State of California (13 Stat. 325); see also the Joint Resolution of March 3, 1905 (33 Stat. 1286), which  appropriated funds for the return of these lands from California. ","https://memory.loc.gov/cgi-bin/query/D?consrvbib:218:./temp/~ammem_I8sX::"
"https://memory.loc.gov/cgi-bin/query/D?consrvbib:219:./temp/~ammem_I8sX::","U.S. Statutes at Large, Vol. 34, Part 1, Resolution No. 42, p. 837.  ""Joint Resolution Directing that the Sulphur Springs Reservation be named and hereafter called the Platt National Park.'"" S.J.R. 69; Public Resolution No. 42","
CREATED/PUBLISHED United States : District of Columbia : Washington Government Printing Office 1906 06 29","
SUMMARY Designates the Sulphur Springs Reservation, an Indian reservation in Oklahoma, as Platt National Park.","
NOTESThe new park contained medicinal springs. ","https://memory.loc.gov/cgi-bin/query/D?consrvbib:219:./temp/~ammem_I8sX::"
"https://memory.loc.gov/cgi-bin/query/D?consrvbib:220:./temp/~ammem_I8sX::","U.S. Statutes at Large, Vol. 34, Part 1, Resolution No. 9, p. 824.  ""Joint Resolution For a report, and so forth, upon the preservation of Niagara Falls."" H.J.R. 83; Public Resolution No. 9","
CREATED/PUBLISHED United States : District of Columbia : Washington Government Printing Office 1906 03 15","
SUMMARY Calls on the American representatives to an international commission to report to Congress their recommendations for preventing further depletion of Niagara Falls, and to work with Canadian commissioners ""to exert... all possible efforts for the preservation of the said Niagara Falls in their natural condition.""","
NOTESReflects Congressional concern over the preservation of one of the nation's great scenic wonders, which was largely the result of the campaign to protect Niagara orchestrated by J. Horace McFarland, of the American Civic Association, joined by other private conservation organizations such as the Sierra Club and the Appalachian Mountain Club.  The outcome was a treaty (signed in 1909) between the U.S. and Great Britain, acting for Canada, which ultimately limited the total amount of water diverted from the Falls to 56,000 cubic feet per second, a limitation which remained in effect until 1950. ","https://memory.loc.gov/cgi-bin/query/D?consrvbib:220:./temp/~ammem_I8sX::"
"https://memory.loc.gov/cgi-bin/query/D?consrvbib:221:./temp/~ammem_I8sX::","U.S. Statutes at Large, Vol. 34, Part 3, p. 3196 and map following p. 3196.  ""By the President of the United States of America.  A Proclamation.""","
CREATED/PUBLISHED United States : District of Columbia : Washington Government Printing Office 1906 04 12","
SUMMARY Sets aside a tract of land in Montana as the Helena Forest Reserve.","
NOTESThis reserve (then called a national fores) was diminished and consolidated with the Elkhorn National Forest and a portion of the Big Belt National Forest by Executive Orders of July 1, 1908 (see 36 Stat. 2711 and 37 Stat. 1760). ","https://memory.loc.gov/cgi-bin/query/D?consrvbib:221:./temp/~ammem_I8sX::"
"https://memory.loc.gov/cgi-bin/query/D?consrvbib:222:./temp/~ammem_I8sX::","U.S. Statutes at Large, Vol. 34, Part 3, p. 3200 and map following p. 3200.  ""By the President of the United States of America.  A Proclamation.""","
CREATED/PUBLISHED United States : District of Columbia : Washington Government Printing Office 1906 05 19","
SUMMARY Sets aside a tract of land in Utah as the Fillmore Forest Reserve.","
NOTESThe boundaries of this reserve (then called a national forest) were later diminished by an Executive Order of June 18, 1908 (see 36 Stat. 2718), and enlarged by an Executive Order of September 4, 1913 (see 38 Stat. 1995), and by a Presidential proclamation of May 6, 1914 (38 Stat. 1995). ","https://memory.loc.gov/cgi-bin/query/D?consrvbib:222:./temp/~ammem_I8sX::"
"https://memory.loc.gov/cgi-bin/query/D?consrvbib:223:./temp/~ammem_I8sX::","U.S. Statutes at Large, Vol. 34, Part 3, p. 3206 and map following p. 3206.  ""By the President of the United States of America.  A Proclamation.""","
CREATED/PUBLISHED United States : District of Columbia : Washington Government Printing Office 1906 05 28","
SUMMARY Sets aside tracts of land in Idaho and Utah as the Bear River Forest Reserve.","
NOTESThe boundaries of this reserve (then called a national forest) were later modified by an Executive Order of May 26, 1908 (see 36 Stat. 2696 and 37 Stat. 1724). ","https://memory.loc.gov/cgi-bin/query/D?consrvbib:223:./temp/~ammem_I8sX::"
"https://memory.loc.gov/cgi-bin/query/D?consrvbib:224:./temp/~ammem_I8sX::","U.S. Statutes at Large, Vol. 34, Part 3, p. 3217 and map preceding p. 3217.  ""By the President of the United States of America.  A Proclamation.""","
CREATED/PUBLISHED United States : District of Columbia : Washington Government Printing Office 1906 06 25","
SUMMARY Sets aside a tract of land in California as the San Luis Obispo Forest Reserve.","
NOTESForest reserves were called national forests after March 4, 1907. ","https://memory.loc.gov/cgi-bin/query/D?consrvbib:224:./temp/~ammem_I8sX::"
"https://memory.loc.gov/cgi-bin/query/D?consrvbib:225:./temp/~ammem_I8sX::","U.S. Statutes at Large, Vol. 34, Part 3, p. 3218 and map following p. 3218.  ""By the President of the United States of America.  A Proclamation.""","
CREATED/PUBLISHED United States : District of Columbia : Washington Government Printing Office 1906 06 25","
SUMMARY Sets aside a tract of land in California as the Monterey Forest Reserve.","
NOTESThe boundaries of this reserve (then called a national forest) were enlarged by a Presidential proclamation of January 9, 1908 (35 Stat. 2173). ","https://memory.loc.gov/cgi-bin/query/D?consrvbib:225:./temp/~ammem_I8sX::"
"https://memory.loc.gov/cgi-bin/query/D?consrvbib:226:./temp/~ammem_I8sX::","U.S. Statutes at Large, Vol. 34, Part 3, p. 3221 and map preceding p. 3221.  ""By the President of the United States of America.  A Proclamation.""","
CREATED/PUBLISHED United States : District of Columbia : Washington Government Printing Office 1906 07 18","
SUMMARY Sets aside a tract of land in California as the Pinnacles Forest Reserve.","
NOTESThis reserve (then called a national forest) was consolidated into the Monterey National Forest by an Executive Order of July 2, 1908 (see 36 Stat. 2764). ","https://memory.loc.gov/cgi-bin/query/D?consrvbib:226:./temp/~ammem_I8sX::"
"https://memory.loc.gov/cgi-bin/query/D?consrvbib:227:./temp/~ammem_I8sX::","U.S. Statutes at Large, Vol. 34, Part 3, p. 3222 and map following p. 3222.  ""By the President of the United States of America.  A Proclamation.""","
CREATED/PUBLISHED United States : District of Columbia : Washington Government Printing Office 1906 07 18","
SUMMARY Sets aside a tract of land in Oregon as the Heppner Forest Reserve.","
NOTESThis reserve (then called a national forest) was consolidated into the newly-created Umatilla National Forest by an Executive Order of June 13, 1908 (see 36 Stat. 2699). ","https://memory.loc.gov/cgi-bin/query/D?consrvbib:227:./temp/~ammem_I8sX::"
"https://memory.loc.gov/cgi-bin/query/D?consrvbib:228:./temp/~ammem_I8sX::","U.S. Statutes at Large, Vol. 34, Part 3, p. 3224 and map following p. 3224.  ""By the President of the United States of America.  A Proclamation.""","
CREATED/PUBLISHED United States : District of Columbia : Washington Government Printing Office 1906 08 10","
SUMMARY Sets aside a tract of land in Montana as the Crazy Mountains Forest Reserve.","
NOTESThis reserve (then called a national forest) was consolidated into the newly-created Absaroka National Forest by an Executive Order of July 1, 1908 (see 37 Stat. 1745). ","https://memory.loc.gov/cgi-bin/query/D?consrvbib:228:./temp/~ammem_I8sX::"
"https://memory.loc.gov/cgi-bin/query/D?consrvbib:229:./temp/~ammem_I8sX::","U.S. Statutes at Large, Vol. 34, Part 3, p. 3225 and map two pages preceding p. 3225.  ""By the President of the United States of America.  A Proclamation.""","
CREATED/PUBLISHED United States : District of Columbia : Washington Government Printing Office 1906 08 13","
SUMMARY Sets aside a tract of land in Montana as the Kootenai Forest Reserve.","
NOTESThe boundaries of this reserve were later enlarged to include some land in Idaho by a Presidential proclamation of November 5, 1906 (34 Stat. 3253), and were later modified by Executive Orders of June 25 and June 26, 1908 (see 36 Stat. 2688 and 37 Stat. 1740 and 1753), and by a Presidential proclamation of June 19, 1912 (37 Stat. 1749). ","https://memory.loc.gov/cgi-bin/query/D?consrvbib:229:./temp/~ammem_I8sX::"
"https://memory.loc.gov/cgi-bin/query/D?consrvbib:230:./temp/~ammem_I8sX::","U.S. Statutes at Large, Vol. 34, Part 3, p. 3234 and map following p. 3234.  ""By the President of the United States of America.  A Proclamation.""","
CREATED/PUBLISHED United States : District of Columbia : Washington Government Printing Office 1906 09 20","
SUMMARY Sets aside a tract of land in Montana as the Lolo Forest Reserve.","
NOTESThe boundaries of this reserve were later enlarged and modified by Presidential proclamations of November 6, 1906 (34 Stat. 3260), and April 30, 1912 (37 Stat. 1739). ","https://memory.loc.gov/cgi-bin/query/D?consrvbib:230:./temp/~ammem_I8sX::"
"https://memory.loc.gov/cgi-bin/query/D?consrvbib:231:./temp/~ammem_I8sX::","U.S. Statutes at Large, Vol. 34, Part 3, p. 3239 and map two pages preceding p. 3239.  ""By the President of the United States of America.  A Proclamation.""","
CREATED/PUBLISHED United States : District of Columbia : Washington Government Printing Office 1906 10 05","
SUMMARY Sets aside a tract of land in Oregon as the Siskiyou Forest Reserve.","
NOTESThe boundaries of this reserve were later modified by a Presidential proclamation of March 1, 1907 (34 Stat. 3280). ","https://memory.loc.gov/cgi-bin/query/D?consrvbib:231:./temp/~ammem_I8sX::"
"https://memory.loc.gov/cgi-bin/query/D?consrvbib:232:./temp/~ammem_I8sX::","U.S. Statutes at Large, Vol. 34, Part 3, p. 3245 and map two pages preceding p. 3245.  ""By the President of the United States of America.  A Proclamation.""","
CREATED/PUBLISHED United States : District of Columbia : Washington Government Printing Office 1906 11 05","
SUMMARY Sets aside a tract of land in New Mexico as the Magdalena Forest Reserve.","
NOTESThe boundaries of this reserve (then called a national forest) were modified by a Presidential proclamation of June 6, 1907 (35 Stat. 2142), and were consolidated with the San Mateo National Forest by an Executive Order of July 2, 1908 (see 35 Stat. 2230). ","https://memory.loc.gov/cgi-bin/query/D?consrvbib:232:./temp/~ammem_I8sX::"
"https://memory.loc.gov/cgi-bin/query/D?consrvbib:233:./temp/~ammem_I8sX::","U.S. Statutes at Large, Vol. 34, Part 3, p. 3247 and map preceding p. 3247.  ""By the President of the United States of America.  A Proclamation.""","
CREATED/PUBLISHED United States : District of Columbia : Washington Government Printing Office 1906 11 05","
SUMMARY Sets aside a tract of land in Idaho and Utah as the Raft River Forest Reserve.","
NOTESThis reserve (then called a national forest) was consolidated into the newly-created Minidoka National Forest by an Executive Order of July 2, 1908 (see 36 Stat. 2690). ","https://memory.loc.gov/cgi-bin/query/D?consrvbib:233:./temp/~ammem_I8sX::"
"https://memory.loc.gov/cgi-bin/query/D?consrvbib:234:./temp/~ammem_I8sX::","U.S. Statutes at Large, Vol. 34, Part 3, p. 3248 and map following p. 3248.  ""By the President of the United States of America.  A Proclamation.""","
CREATED/PUBLISHED United States : District of Columbia : Washington Government Printing Office 1906 11 05","
SUMMARY Sets aside a tract of land in Idaho as the Lemhi Forest Reserve.","
NOTESForest reserves were called national forests after March 4, 1907. ","https://memory.loc.gov/cgi-bin/query/D?consrvbib:234:./temp/~ammem_I8sX::"
"https://memory.loc.gov/cgi-bin/query/D?consrvbib:235:./temp/~ammem_I8sX::","U.S. Statutes at Large, Vol. 34, Part 3, p. 3250 and map following p. 3250.  ""By the President of the United States of America.  A Proclamation.""","
CREATED/PUBLISHED United States : District of Columbia : Washington Government Printing Office 1906 11 05","
SUMMARY Sets aside a tract of land in Idaho as the Salmon River Forest Reserve.","
NOTESForest reserves were called national forests after March 4, 1907. ","https://memory.loc.gov/cgi-bin/query/D?consrvbib:235:./temp/~ammem_I8sX::"
"https://memory.loc.gov/cgi-bin/query/D?consrvbib:236:./temp/~ammem_I8sX::","U.S. Statutes at Large, Vol. 34, Part 3, p. 3251 and the second of the three maps between pp. 3250 and 3251.  ""By the President of the United States of America.  A Proclamation.""","
CREATED/PUBLISHED United States : District of Columbia : Washington Government Printing Office 1906 11 05","
SUMMARY Sets aside a tract of land in Arizona as the Baboquivari Forest Reserve.","
NOTESThis reserve (then called a national forest) was consolidated into the newly-created Garces National Forest by an Executive Order of July 2, 1908 (see 36 Stat. 2687). ","https://memory.loc.gov/cgi-bin/query/D?consrvbib:236:./temp/~ammem_I8sX::"
"https://memory.loc.gov/cgi-bin/query/D?consrvbib:237:./temp/~ammem_I8sX::","U.S. Statutes at Large, Vol. 34, Part 3, p. 3254 and map following p. 3254.  ""By the President of the United States of America.  A Proclamation.""","
CREATED/PUBLISHED United States : District of Columbia : Washington Government Printing Office 1906 11 05","
SUMMARY Sets aside a tract of land in Montana as the Big Hole Forest Reserve.","
NOTESThe boundaries of this reserve were later enlarged to include land in Idaho by a Presidential proclamation of March 1, 1907 (34 Stat. 3281), and were diminished by Executive Orders of July 1, 1908 (see 36 Stat. 2711 and 2713 and 37 Stat. 1738). ","https://memory.loc.gov/cgi-bin/query/D?consrvbib:237:./temp/~ammem_I8sX::"
"https://memory.loc.gov/cgi-bin/query/D?consrvbib:238:./temp/~ammem_I8sX::","U.S. Statutes at Large, Vol. 34, Part 3, p. 3256 and map following p. 3256.  ""By the President of the United States of America.  A Proclamation.""","
CREATED/PUBLISHED United States : District of Columbia : Washington Government Printing Office 1906 11 06","
SUMMARY Sets aside a tract of land in Idaho as the Coeur d'Alène Forest Reserve.","
NOTESThe boundaries of this reserve (then called a national forest) were later modified by an Executive Order of June 26, 1908 (see 36 Stat. 2688 and 37 Stat. 1696), and by a Presidential proclamation of June 29, 1911 (37 Stat. 1698). ","https://memory.loc.gov/cgi-bin/query/D?consrvbib:238:./temp/~ammem_I8sX::"
"https://memory.loc.gov/cgi-bin/query/D?consrvbib:239:./temp/~ammem_I8sX::","U.S. Statutes at Large, Vol. 34, Part 3, p. 3259 and map preceding p. 3259.  ""By the President of the United States of America.  A Proclamation.""","
CREATED/PUBLISHED United States : District of Columbia : Washington Government Printing Office 1906 11 06","
SUMMARY Sets aside a tract of land in Montana as the Missoula Forest Reserve.","
NOTESThe boundaries of this reserve (then called a national forest) were later enlarged by an Executive Order of June 25, 1908 (see 37 Stat. 1753). ","https://memory.loc.gov/cgi-bin/query/D?consrvbib:239:./temp/~ammem_I8sX::"
"https://memory.loc.gov/cgi-bin/query/D?consrvbib:240:./temp/~ammem_I8sX::","U.S. Statutes at Large, Vol. 34, Part 3, p. 3262 and map following p. 3262.  ""By the President of the United States of America.  A Proclamation.""","
CREATED/PUBLISHED United States : District of Columbia : Washington Government Printing Office 1906 11 07","
SUMMARY Sets aside a tract of land in New Mexico as the Taos Forest Reserve.","
NOTESThe Taos National Forest was consolidated into the newly-created Carson National Forest by an Executive Order of June 26, 1908 (see 35 Stat. 2240). ","https://memory.loc.gov/cgi-bin/query/D?consrvbib:240:./temp/~ammem_I8sX::"
"https://memory.loc.gov/cgi-bin/query/D?consrvbib:241:./temp/~ammem_I8sX::","U.S. Statutes at Large, Vol. 34, Part 3, p. 3263 and map preceding p. 3263.  ""By the President of the United States of America.  A Proclamation.""","
CREATED/PUBLISHED United States : District of Columbia : Washington Government Printing Office 1906 11 07","
SUMMARY Sets aside a tract of land in Arizona as the Tumacacori Forest Reserve.","
NOTESThis reserve (then called a national forest) was consolidated into the newly-created Garces National Forest by an Executive Order of July 2, 1908 (see 36 Stat. 2687). ","https://memory.loc.gov/cgi-bin/query/D?consrvbib:241:./temp/~ammem_I8sX::"
"https://memory.loc.gov/cgi-bin/query/D?consrvbib:242:./temp/~ammem_I8sX::","U.S. Statutes at Large, Vol. 34, Part 3, p. 3271 and map preceding p. 3271.  ""By the President of the United States of America.  A Proclamation.""","
CREATED/PUBLISHED United States : District of Columbia : Washington Government Printing Office 1907 02 02","
SUMMARY Sets aside a tract of land in Colorado as the Ouray Forest Reserve.","
NOTESThe boundaries of this reserve (then called a national forest) were later diminished by an Executive Order of July 1, 1908 (see 36 Stat. 270 and 2735). ","https://memory.loc.gov/cgi-bin/query/D?consrvbib:242:./temp/~ammem_I8sX::"
"https://memory.loc.gov/cgi-bin/query/D?consrvbib:243:./temp/~ammem_I8sX::","U.S. Statutes at Large, Vol. 34, Part 3, p. 3272 and map following p. 3272.  ""By the President of the United States of America.  A Proclamation.""","
CREATED/PUBLISHED United States : District of Columbia : Washington Government Printing Office 1907 02 06","
SUMMARY Sets aside a tract of land in Utah as the Monticello Forest Reserve.","
NOTESThe boundaries of this reserve (then called a national forest) were enlarged by a Presidential proclamation of December 12, 1907 (35 Stat. 2164). ","https://memory.loc.gov/cgi-bin/query/D?consrvbib:243:./temp/~ammem_I8sX::"
"https://memory.loc.gov/cgi-bin/query/D?consrvbib:244:./temp/~ammem_I8sX::","U.S. Statutes at Large, Vol. 34, Part 3, p. 3273 and map preceding p. 3273.  ""By the President of the United States of America.  A Proclamation.""","
CREATED/PUBLISHED United States : District of Columbia : Washington Government Printing Office 1907 02 06","
SUMMARY Sets aside a tract of land in California as the Stony Creek Forest Reserve.","
NOTESThe boundaries of this reserve (then called a national forest) were enlarged by a Presidential proclamation of April 19, 1907 (35 Stat. 2125), and diminished by an Executive Order of July 2, 1908 (see 35 Stat. 2234). ","https://memory.loc.gov/cgi-bin/query/D?consrvbib:244:./temp/~ammem_I8sX::"
"https://memory.loc.gov/cgi-bin/query/D?consrvbib:245:./temp/~ammem_I8sX::","U.S. Statutes at Large, Vol. 34, Part 3, p. 3274 and map following p. 3274.  ""By the President of the United States of America.  A Proclamation.""","
CREATED/PUBLISHED United States : District of Columbia : Washington Government Printing Office 1907 02 06","
SUMMARY Sets aside a tract of land in New Mexico as the Big Burros Forest Reserve.","
NOTESThe boundaries of this reserve (then called a national forest) were enlarged by a Presidential proclamation of April 6, 1907 (35 Stat. 2120). ","https://memory.loc.gov/cgi-bin/query/D?consrvbib:245:./temp/~ammem_I8sX::"
"https://memory.loc.gov/cgi-bin/query/D?consrvbib:246:./temp/~ammem_I8sX::","U.S. Statutes at Large, Vol. 34, Part 3, p. 3275 and map preceding p. 3275.  ""By the President of the United States of America.  A Proclamation.""","
CREATED/PUBLISHED United States : District of Columbia : Washington Government Printing Office 1907 02 06","
SUMMARY Sets aside a tract of land in Utah as the Glenwood Forest Reserve.","
NOTESThis reserve (then called a national forest) was consolidated into the newly-created Fishlake National Forest by an Executive Order of July 2, 1908 (see 37 Stat. 1677). ","https://memory.loc.gov/cgi-bin/query/D?consrvbib:246:./temp/~ammem_I8sX::"
"https://memory.loc.gov/cgi-bin/query/D?consrvbib:247:./temp/~ammem_I8sX::","U.S. Statutes at Large, Vol. 34, Part 3, p. 3278 and map following p. 3278.  ""By the President of the United States of America.  A Proclamation.""","
CREATED/PUBLISHED United States : District of Columbia : Washington Government Printing Office 1907 03 01","
SUMMARY Sets aside a tract of land in Nevada as the Toiyabe Forest Reserve.","
NOTESThe boundaries of this reserve (then called a national forest) were later modified by an Executive Order of July 2, 1908, by a Presidential proclamation of February 20, 1909 (35 Stat. 2228), by an Executive Order of November 25, 1910 (see 36 Stat. 2763 and 37 Stat. 1710), and by a Presidential proclamation of December 10, 1910 (36 Stat. 2763). ","https://memory.loc.gov/cgi-bin/query/D?consrvbib:247:./temp/~ammem_I8sX::"
"https://memory.loc.gov/cgi-bin/query/D?consrvbib:248:./temp/~ammem_I8sX::","U.S. Statutes at Large, Vol. 34, Part 3, p. 3284 and map following p. 3284.  ""By the President of the United States of America.  A Proclamation.""","
CREATED/PUBLISHED United States : District of Columbia : Washington Government Printing Office 1907 03 01","
SUMMARY Consolidates a portion of the Wallowa and the Chesnimnus Forest Reserves, in Oregon, superseding the reserve boundaries created by the Presidential proclamations of May 6 and May 12, 1905 (34 Stat. 3004 and 3022); the consolidated reserve is to be called the Imnaha Forest Reserve.","
NOTESThis forest reserve (then called a national forest) was renamed the Wallowa National Forest by an Executive Order of July 2, 1908 (see 36 Stat. 2702). ","https://memory.loc.gov/cgi-bin/query/D?consrvbib:248:./temp/~ammem_I8sX::"
"https://memory.loc.gov/cgi-bin/query/D?consrvbib:249:./temp/~ammem_I8sX::","U.S. Statutes at Large, Vol. 34, Part 3, p. 3287 and map preceding p. 3287.  ""By the President of the United States of America.  A Proclamation.""","
CREATED/PUBLISHED United States : District of Columbia : Washington Government Printing Office 1907 03 01","
SUMMARY Sets aside a tract of land in Wyoming as the Bear Lodge Forest Reserve.","
NOTESThis reserve (then called a national forest) was consolidated into the newly-created Sundance National Forest by an Executive Order of June 26, 1908 (see 36 Stat. 2770). ","https://memory.loc.gov/cgi-bin/query/D?consrvbib:249:./temp/~ammem_I8sX::"
"https://memory.loc.gov/cgi-bin/query/D?consrvbib:250:./temp/~ammem_I8sX::","U.S. Statutes at Large, Vol. 34, Part 3, p. 3288 and map following p. 3288.  ""By the President of the United States of America.  A Proclamation.""","
CREATED/PUBLISHED United States : District of Columbia : Washington Government Printing Office 1907 03 01","
SUMMARY Sets aside a tract of land in Washington as the Colville Forest Reserve.","
NOTESThe boundaries of this reserve (then called a national forest) were later diminished by a Presidential proclamation of May 9, 1910 (36 Stat. 2695). ","https://memory.loc.gov/cgi-bin/query/D?consrvbib:250:./temp/~ammem_I8sX::"
